"Date","Time (GMT)","Predicted (m)","Preliminary (m)","Verified (m)"
"2024/02/13","04:00","0.43","-","0.847"
"2024/02/13","05:00","0.203","-","0.64"
"2024/02/13","06:00","-0.09","-","0.418"
"2024/02/13","07:00","-0.376","-","0.155"
"2024/02/13","08:00","-0.602","-","-0.006"
"2024/02/13","09:00","-0.705","-","-0.204"
"2024/02/13","10:00","-0.653","-","-0.204"
"2024/02/13","11:00","-0.464","-","-0.078"
"2024/02/13","12:00","-0.19","-","0.2"
"2024/02/13","13:00","0.099","-","0.621"
"2024/02/13","14:00","0.335","-","0.71"
"2024/02/13","15:00","0.465","-","0.616"
"2024/02/13","16:00","0.445","-","0.639"
"2024/02/13","17:00","0.264","-","0.58"
"2024/02/13","18:00","-0.017","-","0.299"
"2024/02/13","19:00","-0.31","-","-0.059"
"2024/02/13","20:00","-0.554","-","-0.405"
"2024/02/13","21:00","-0.697","-","-0.484"
"2024/02/13","22:00","-0.694","-","-0.496"
"2024/02/13","23:00","-0.545","-","-0.247"
"2024/02/14","00:00","-0.292","-","0.073"
"2024/02/14","01:00","0.004","-","0.369"
"2024/02/14","02:00","0.272","-","0.604"
"2024/02/14","03:00","0.459","-","0.702"
"2024/02/14","04:00","0.519","-","0.829"
"2024/02/14","05:00","0.42","-","0.784"
"2024/02/14","06:00","0.192","-","0.542"
"2024/02/14","07:00","-0.083","-","0.267"
"2024/02/14","08:00","-0.34","-","0.003"
"2024/02/14","09:00","-0.537","-","-0.234"
"2024/02/14","10:00","-0.627","-","-0.34"
"2024/02/14","11:00","-0.581","-","-0.262"
"2024/02/14","12:00","-0.414","-","-0.047"
"2024/02/14","13:00","-0.171","-","0.204"
"2024/02/14","14:00","0.084","-","0.413"
"2024/02/14","15:00","0.287","-","0.636"
"2024/02/14","16:00","0.389","-","0.707"
"2024/02/14","17:00","0.344","-","0.633"
"2024/02/14","18:00","0.153","-","0.438"
"2024/02/14","19:00","-0.11","-","0.206"
"2024/02/14","20:00","-0.362","-","-0.028"
"2024/02/14","21:00","-0.56","-","-0.247"
"2024/02/14","22:00","-0.667","-","-0.344"
"2024/02/14","23:00","-0.644","-","-0.304"
"2024/02/15","00:00","-0.491","-","-0.151"
"2024/02/15","01:00","-0.245","-","0.08"
"2024/02/15","02:00","0.035","-","0.357"
"2024/02/15","03:00","0.286","-","0.636"
"2024/02/15","04:00","0.456","-","0.803"
"2024/02/15","05:00","0.5","-","0.844"
"2024/02/15","06:00","0.392","-","0.725"
"2024/02/15","07:00","0.178","-","0.488"
"2024/02/15","08:00","-0.061","-","0.214"
"2024/02/15","09:00","-0.283","-","-0.026"
"2024/02/15","10:00","-0.461","-","-0.215"
"2024/02/15","11:00","-0.551","-","-0.297"
"2024/02/15","12:00","-0.52","-","-0.274"
"2024/02/15","13:00","-0.379","-","-0.09"
"2024/02/15","14:00","-0.167","-","0.114"
"2024/02/15","15:00","0.056","-","0.355"
"2024/02/15","16:00","0.231","-","0.555"
"2024/02/15","17:00","0.307","-","0.628"
"2024/02/15","18:00","0.243","-","0.553"
"2024/02/15","19:00","0.058","-","0.341"
"2024/02/15","20:00","-0.167","-","0.142"
"2024/02/15","21:00","-0.373","-","-0.081"
"2024/02/15","22:00","-0.537","-","-0.205"
"2024/02/15","23:00","-0.623","-","-0.245"
"2024/02/16","00:00","-0.593","-","-0.199"
"2024/02/16","01:00","-0.445","-","-0.048"
"2024/02/16","02:00","-0.212","-","0.139"
"2024/02/16","03:00","0.05","-","0.351"
"2024/02/16","04:00","0.281","-","0.592"
"2024/02/16","05:00","0.433","-","0.728"
"2024/02/16","06:00","0.462","-","0.736"
"2024/02/16","07:00","0.358","-","0.625"
"2024/02/16","08:00","0.175","-","0.384"
"2024/02/16","09:00","-0.024","-","0.179"
